Country_code,Country_name,Series_code,Series_name,Year,Value
LAO,Lao PDR,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LBN,Lebanon,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LBR,Liberia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LBY,Libya,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LCA,St. Lucia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LIC,Low income,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LIE,Liechtenstein,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LKA,Sri Lanka,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LMC,Lower middle income,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LMY,Low & middle income,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LSO,Lesotho,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LTU,Lithuania,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LUX,Luxembourg,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
LVA,Latvia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MAC,"Macao SAR, China",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MAF,St. Martin (French part),EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MAR,Morocco,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MCO,Monaco,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MDA,Moldova,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MDG,Madagascar,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MDV,Maldives,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MEX,Mexico,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MHL,Marshall Islands,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MIC,Middle income,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MKD,"Macedonia, FYR",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MLI,Mali,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MLT,Malta,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MMR,Myanmar,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MNA,Middle East & North Africa,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MNE,Montenegro,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MNG,Mongolia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MNP,Northern Mariana Islands,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MOZ,Mozambique,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MRT,Mauritania,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MUS,Mauritius,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MWI,Malawi,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MYS,Malaysia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
MYT,Mayotte,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NAM,Namibia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NCL,New Caledonia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NER,Niger,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NGA,Nigeria,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NIC,Nicaragua,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NIU,Niue,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NLD,Netherlands,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NOR,Norway,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NPL,Nepal,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NRU,Nauru,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
NZL,New Zealand,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
OMN,Oman,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PAK,Pakistan,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PAN,Panama,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PER,Peru,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PHL,Philippines,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PLW,Palau,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PNG,Papua New Guinea,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
POL,Poland,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PRI,Puerto Rico,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PRK,"Korea, Dem. Rep.",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PRT,Portugal,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PRY,Paraguay,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
PYF,French Polynesia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
QAT,Qatar,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ROM,Romania,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
RUS,Russian Federation,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
RWA,Rwanda,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SAS,South Asia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SAU,Saudi Arabia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SDN,Sudan,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SEN,Senegal,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SGP,Singapore,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SID,Small island developing states,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SLB,Solomon Islands,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SLE,Sierra Leone,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SLV,El Salvador,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SMR,San Marino,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SOM,Somalia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SRB,Serbia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SSA,Sub-Saharan Africa,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
STP,Sao Tome and Principe,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SUR,Suriname,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SVK,Slovak Republic,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SVN,Slovenia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SWE,Sweden,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SWZ,Swaziland,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SXM,Sint Maarten (Dutch part),EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SYC,Seychelles,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
SYR,Syrian Arab Republic,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TCA,Turks and Caicos Islands,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TCD,Chad,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TGO,Togo,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
THA,Thailand,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TJK,Tajikistan,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TKM,Turkmenistan,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TMP,Timor-Leste,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TON,Tonga,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TTO,Trinidad and Tobago,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TUN,Tunisia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TUR,Turkey,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TUV,Tuvalu,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
TZA,Tanzania,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
UGA,Uganda,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
UKR,Ukraine,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
UMC,Upper middle income,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
URY,Uruguay,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
USA,United States,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
UZB,Uzbekistan,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
VCT,St. Vincent and the Grenadines,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
VEN,"Venezuela, RB",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
VIR,Virgin Islands (U.S.),EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
VNM,Vietnam,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
VUT,Vanuatu,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
WBG,West Bank and Gaza,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
WLD,World,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
WSM,Samoa,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
YEM,"Yemen, Rep.",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ZAF,South Africa,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ZAR,"Congo, Dem. Rep.",EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ZMB,Zambia,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ZWE,Zimbabwe,EN.POP.EL5M.ZS,Population below 5m (% of total),1999,
ABW,Aruba,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ADO,Andorra,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
AFG,Afghanistan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,7.05670127807918
AGO,Angola,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,18.0240127446282
ALB,Albania,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ARE,United Arab Emirates,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,29.2426264343098
ARG,Argentina,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,38.8158363028036
ARM,Armenia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,36.1569378869769
ASM,American Samoa,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ATG,Antigua and Barbuda,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
AUS,Australia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,60.4904575715946
AUT,Austria,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,19.347150891019
AZE,Azerbaijan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,22.4719528999123
BDI,Burundi,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BEL,Belgium,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,17.2490905534911
BEN,Benin,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BFA,Burkina Faso,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,7.1599599086356
BGD,Bangladesh,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,11.2102109218531
BGR,Bulgaria,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,13.8425804093567
BHR,Bahrain,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BHS,"Bahamas, The",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BIH,Bosnia and Herzegovina,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BLR,Belarus,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,16.8000697558545
BLZ,Belize,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BMU,Bermuda,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BOL,Bolivia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,29.1131176308258
BRA,Brazil,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,36.8614392015051
BRB,Barbados,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BRN,Brunei Darussalam,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BTN,Bhutan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
BWA,Botswana,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CAF,Central African Republic,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CAN,Canada,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,41.8731081470989
CHE,Switzerland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,15.0155042016807
CHI,Channel Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CHL,Chile,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,34.2142631905589
CHN,China,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,13.0001610875405
CIV,Cote d'Ivoire,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,18.0704861062586
CMR,Cameroon,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,16.3813667808858
COG,"Congo, Rep.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,31.1725294941444
COK,Cook Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
COL,Colombia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,33.407382869904
COM,Comoros,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CPV,Cape Verde,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CRI,Costa Rica,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,26.0050622418768
CUB,Cuba,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,19.690402806842
CUW,Curacao,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CYM,Cayman Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CYP,Cyprus,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
CZE,Czech Republic,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,11.4412039288145
DEU,Germany,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,7.65879737351834
DJI,Djibouti,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
DMA,Dominica,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
DNK,Denmark,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,20.1577105647917
DOM,Dominican Republic,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,21.0616275588887
DZA,Algeria,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,7.32892543641801
EAP,East Asia & Pacific,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ECA,Europe & Central Asia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,17.0152306762652
ECU,Ecuador,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,27.5618059252952
EGY,"Egypt, Arab Rep.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,20.4833985021563
EMU,Euro area,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,17.7347638082435
ERI,Eritrea,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ESP,Spain,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,23.6871481794559
EST,Estonia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ETH,Ethiopia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,3.64469002285717
FIN,Finland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,19.4209341556854
FJI,Fiji,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
FRA,France,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,22.1602783599847
FRO,Faeroe Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
FSM,"Micronesia, Fed. Sts.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GAB,Gabon,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GBR,United Kingdom,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,26.1762602137409
GEO,Georgia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,24.9664008983717
GHA,Ghana,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,14.6595078906046
GIB,Gibraltar,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GIN,Guinea,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,14.3805756723264
GMB,"Gambia, The",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GNB,Guinea-Bissau,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GNQ,Equatorial Guinea,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GRC,Greece,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,29.1075990076266
GRD,Grenada,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GRL,Greenland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GTM,Guatemala,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,8.14067284752377
GUM,Guam,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
GUY,Guyana,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
HIC,High income,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
HKG,"Hong Kong SAR, China",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,100.0
HND,Honduras,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,12.6082154766276
HRV,Croatia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
HTI,Haiti,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,18.9616376378724
HUN,Hungary,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,17.6600898849625
IDN,Indonesia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,9.29050183073254
IMY,Isle of Man,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
IND,India,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,11.236879271244
IRL,Ireland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,26.0952022299007
IRN,"Iran, Islamic Rep.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,23.7748063277398
IRQ,Iraq,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,25.8201676980102
ISL,Iceland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
ISR,Israel,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,57.8351510204082
ITA,Italy,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,18.1224053104668
JAM,Jamaica,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
JOR,Jordan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,21.3659651746608
JPN,Japan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,47.1780276352152
KAZ,Kazakhstan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,7.62959880120693
KEN,Kenya,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,6.98587828030808
KGZ,Kyrgyz Republic,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
KHM,Cambodia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,9.19211342155133
KIR,Kiribati,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
KNA,St. Kitts and Nevis,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
KOR,"Korea, Rep.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,49.6593989317202
KSV,Kosovo,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
KWT,Kuwait,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,77.0791996842588
LAC,Latin America & Caribbean,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,33.0055937002453
LAO,Lao PDR,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LBN,Lebanon,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,38.5332326296269
LBR,Liberia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LBY,Libya,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,19.7727685280477
LCA,St. Lucia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LIC,Low income,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,9.32774372450316
LIE,Liechtenstein,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LKA,Sri Lanka,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LMC,Lower middle income,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,12.7482808801045
LMY,Low & middle income,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,15.0492270439295
LSO,Lesotho,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LTU,Lithuania,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LUX,Luxembourg,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
LVA,Latvia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MAC,"Macao SAR, China",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MAF,St. Martin (French part),EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MAR,Morocco,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,18.8338631268691
MCO,Monaco,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MDA,Moldova,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MDG,Madagascar,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,8.86814898458062
MDV,Maldives,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MEX,Mexico,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,34.6716908076431
MHL,Marshall Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MIC,Middle income,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,15.7767316480425
MKD,"Macedonia, FYR",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MLI,Mali,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,9.72078151457762
MLT,Malta,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MMR,Myanmar,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,9.60298235237154
MNA,Middle East & North Africa,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,20.1600669104887
MNE,Montenegro,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MNG,Mongolia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MNP,Northern Mariana Islands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MOZ,Mozambique,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,5.96054621585305
MRT,Mauritania,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MUS,Mauritius,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MWI,Malawi,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
MYS,Malaysia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,8.2234206521356
MYT,Mayotte,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NAM,Namibia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NCL,New Caledonia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NER,Niger,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,6.16060398442619
NGA,Nigeria,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,13.4605469937809
NIC,Nicaragua,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NIU,Niue,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NLD,Netherlands,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,12.5920468206264
NOR,Norway,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NPL,Nepal,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NRU,Nauru,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
NZL,New Zealand,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,27.2743865870512
OMN,Oman,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
PAK,Pakistan,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,16.3861084755064
PAN,Panama,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,36.1202578530547
PER,Peru,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,28.0440701221265
PHL,Philippines,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,14.4917455410454
PLW,Palau,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
PNG,Papua New Guinea,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
POL,Poland,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,4.3025350509597
PRI,Puerto Rico,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,56.7105016972007
PRK,"Korea, Dem. Rep.",EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,12.2104048897306
PRT,Portugal,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,38.3529192058188
PRY,Paraguay,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,27.8996831062277
PYF,French Polynesia,EN.URB.MCTY.TL.ZS,Population in urban agglomerations >1million (%),1999,
